name,call_sites,max_args,distribution
func_00080CF8,24,3,2 args x16; 3 args x8
func_002EEE80,24,4,1 args x10; 4 args x1; 3 args x1
func_00019DA0,24,3,3 args x22; 2 args x2
func_000A62BC,24,4,4 args x24
func_000959B8,24,3,3 args x23; 2 args x1
func_00171A14,24,4,1 args x20; 2 args x3; 4 args x1
func_0003FBEC,24,3,1 args x5; 3 args x1; 2 args x1
func_000A325C,24,4,4 args x23; 3 args x1
func_000D79D4,24,2,2 args x8; 1 args x5
func_0019F9F4,24,4,4 args x24
func_002A2AD8,24,7,4 args x21; 3 args x1; 5 args x1
func_002A0934,24,7,3 args x12; 6 args x9; 7 args x3
func_000783BC,23,2,2 args x22; 1 args x1
func_0003D168,23,3,3 args x23
func_002EF3A4,23,3,1 args x11; 2 args x5; 3 args x1
func_0008C7A4,23,3,3 args x21
func_002EF584,23,2,1 args x15; 2 args x8
func_000FC090,23,3,1 args x7; 2 args x1; 3 args x1
func_002714B4,23,4,4 args x22; 3 args x1
func_0017D0B8,23,6,4 args x21; 5 args x1; 6 args x1
func_000C3644,23,2,2 args x11; 1 args x1
func_0017CA18,23,6,2 args x16; 3 args x2; 6 args x1
func_002A1CAC,23,5,5 args x23
func_0003CBBC,22,2,1 args x20; 2 args x2
func_0009135C,22,5,3 args x21; 5 args x1
func_0008C630,22,3,2 args x20; 3 args x2
func_00073BA8,22,4,4 args x18; 2 args x4
func_00092B24,22,6,6 args x22
func_002EF404,22,7,1 args x12; 2 args x7; 7 args x1
func_000941E0,22,5,2 args x20; 1 args x1; 5 args x1
func_000915E8,22,3,3 args x20
func_00060890,22,2,2 args x22
func_00077770,22,4,4 args x22
func_002EF3F4,22,2,1 args x9; 2 args x6
func_0019C318,22,6,1 args x14; 6 args x1; 4 args x1
func_00270D5C,22,8,8 args x22
func_0029BD4C,22,2,2 args x19; 1 args x2
func_00286B2C,22,5,5 args x22
func_000C35C0,21,4,2 args x20; 4 args x1
func_0003CC58,21,1,1 args x21
func_00045388,21,5,4 args x20; 5 args x1
func_0005BDDC,21,5,4 args x20; 5 args x1
func_0006F9C8,21,4,2 args x18; 3 args x2; 4 args x1
func_0001608C,21,5,5 args x21
func_0006AD38,21,4,4 args x21
func_0001590C,21,2,2 args x14; 1 args x5
func_000777B8,21,8,4 args x19; 6 args x1; 8 args x1
func_00074000,21,5,5 args x20; 4 args x1
func_000779C8,21,4,2 args x19; 4 args x1; 3 args x1
func_002EF5B4,21,3,1 args x12; 2 args x7; 3 args x1
func_000D6C00,21,2,2 args x16; 1 args x2
func_00151778,21,4,3 args x16; 1 args x4; 4 args x1
func_00060740,21,4,4 args x20; 3 args x1
func_001A38D8,21,3,3 args x21
func_0026B51C,21,4,2 args x18; 4 args x1
func_0018C938,21,4,4 args x21
func_00090C34,20,4,3 args x15; 2 args x2; 4 args x1
func_00060078,20,3,3 args x20
func_00078098,20,2,2 args x18
